row_id,source_accession,event_id,direct_coupling_count,direct_coupling_confidence,direct_support_score,future_coupling_count,future_preserved_count,future_preservation_score,blocked_future_count,blocked_future_confidence,blocked_future_pressure,coupling_selectivity_score,constraint_pairs_total,coordinate_truth_used_to_build_constraints,native_truth_used_before_coupling_selection,raw_sequence_exposed
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d31208ec7f43e85f,0,0,0.0,96,33,0.340097,7,6.42,0.070798,0.228798,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,715ba1bcfb48ea77,0,0,0.0,96,40,0.411116,4,3.88,0.042788,0.255864,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7ce066460dcedc83,0,0,0.0,96,38,0.390494,3,2.89,0.03187,0.244665,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0d8d84ac956aa4d9,0,0,0.0,96,40,0.411116,7,6.67,0.073555,0.230844,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,24a34bf0a4685a64,1,0.92,0.306667,95,39,0.411116,6,5.5,0.060653,0.421315,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c1cc74a911ebc681,3,2.89,0.963333,93,37,0.411116,12,11.62,0.128143,0.733943,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7701fbcd4743e5aa,0,0,0.0,96,31,0.319475,18,17.2,0.189678,0.141663,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a50709cb86272218,0,0,0.0,96,30,0.304146,17,16.17,0.178319,0.141133,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,34fa5b02dff11dac,0,0,0.0,96,30,0.304146,24,22.96,0.253198,0.119176,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f7a19a08f315d836,0,0,0.0,96,38,0.389722,14,13.58,0.149757,0.179874,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,270ee2e12dc102f6,0,0,0.0,96,31,0.319475,11,10.41,0.114799,0.161866,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2f66986a51406197,0,0,0.0,96,40,0.411116,4,3.84,0.042347,0.222358,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,08df16f4fd122107,0,0,0.0,96,28,0.285179,12,11.62,0.128143,0.165898,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e510ccc1bd576d1e,1,0.95,0.316667,95,39,0.411116,5,4.83,0.053264,0.39112,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,3890a0214f2e2811,0,0,0.0,96,40,0.411116,14,13.31,0.14678,0.182426,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,560dfccf25c7d677,0,0,0.0,96,40,0.411116,3,2.78,0.030657,0.218896,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,422525ee4a0c914d,0,0,0.0,96,37,0.380679,22,21.08,0.232466,0.146987,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,027f5c3da42f2dd3,0,0,0.0,96,38,0.390494,11,10.67,0.117667,0.222472,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1cfa064860d680e0,1,0.92,0.306667,95,39,0.411116,10,9.43,0.103992,0.354278,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,742daa6fa0fda470,0,0,0.0,96,40,0.411116,10,9.6,0.105867,0.217229,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,466056498e064f6b,0,0,0.0,96,37,0.379246,8,7.6,0.083811,0.204711,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d6497d955e237682,0,0,0.0,96,35,0.361712,24,22.74,0.250772,0.126585,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,31ffe18faa88b9f8,0,0,0.0,96,37,0.382003,14,13.19,0.145457,0.161039,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5209a270d704cf7d,1,0.86,0.286667,95,39,0.411116,2,1.72,0.018968,0.428193,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,de91d40a7a844cd1,1,0.86,0.286667,95,39,0.411116,2,1.9,0.020953,0.424922,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d510ea7d14ef8450,0,0,0.0,96,30,0.304146,26,24.9,0.274592,0.09215,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7ecb08e220f57b54,5,4.6,1.0,91,25,0.304146,13,12.53,0.138178,0.673353,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c7b23c0c43320ba5,0,0,0.0,96,38,0.390494,6,5.72,0.063079,0.2165,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,355ffc87bf64c903,0,0,0.0,96,38,0.390494,8,7.6,0.083811,0.205839,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,65c78af630a482d5,0,0,0.0,96,40,0.411116,13,12.39,0.136634,0.172153,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d058d8383e0418b1,3,2.76,0.92,93,36,0.40097,9,8.51,0.093846,0.673935,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a91c84738de9fb8d,0,0,0.0,96,40,0.411116,15,14.29,0.157587,0.166093,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e3e67e195124c47e,0,0,0.0,96,40,0.411116,15,14.5,0.159903,0.159427,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e5156c5201164bdc,0,0,0.0,96,39,0.40097,16,15.26,0.168284,0.172231,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5ec56ca739ebfb74,0,0,0.0,96,31,0.319475,20,19.14,0.211072,0.112221,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0b33ce3203988955,0,0,0.0,96,40,0.411116,17,16.39,0.180745,0.178565,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e1bb29258487b601,0,0,0.0,96,33,0.340097,2,1.9,0.020953,0.185671,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c107f7135d2f7d4b,0,0,0.0,96,40,0.411116,18,17.11,0.188685,0.160333,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9942732659759aee,0,0,0.0,96,14,0.141487,24,22.54,0.248566,0.044201,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,feb992806e810fff,4,3.68,1.0,92,26,0.304146,15,14.37,0.158469,0.660155,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5805f729e20a955c,0,0,0.0,96,40,0.411116,11,10.57,0.116564,0.202086,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,95d8121c64f57ee1,0,0,0.0,96,37,0.379246,12,11.4,0.125717,0.186886,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,93244c0421252c73,0,0,0.0,96,37,0.382003,15,14.38,0.15858,0.156493,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,14c594e0c47bebc8,0,0,0.0,96,39,0.40064,15,14.55,0.160454,0.162494,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,ec30b2cd22be7e49,0,0,0.0,96,38,0.390494,9,8.32,0.091751,0.175547,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9df9205db79322f3,0,0,0.0,96,39,0.40097,15,14.15,0.156043,0.163011,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,17012471c4568b5f,0,0,0.0,96,37,0.379246,15,14.55,0.160454,0.167118,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9af0875cde290f54,0,0,0.0,96,38,0.390494,4,3.88,0.042788,0.230026,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7812f87a1ec57130,0,0,0.0,96,32,0.330613,3,2.58,0.028452,0.181935,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8eacd0f4c08d2a65,3,2.76,0.92,93,27,0.304146,17,16.45,0.181407,0.613919,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,6c792a02627d87fe,0,0,0.0,96,40,0.411116,15,14.42,0.159021,0.161888,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,43cc8b96e57c44b3,2,1.84,0.613333,94,37,0.40097,13,12.4,0.136745,0.495258,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b1ad27550deab6ad,0,0,0.0,96,35,0.358624,9,8.67,0.095611,0.17668,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1864768a05b031a3,0,0,0.0,96,30,0.304146,13,12.48,0.137627,0.132325,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9ae5c225d5871f66,0,0,0.0,96,38,0.390494,6,5.58,0.061535,0.192189,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c81126c550fd2c8d,2,1.72,0.573333,94,38,0.411116,16,15.39,0.169718,0.469748,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,bf4d74a4e2d37ec9,0,0,0.0,96,38,0.390494,12,11.4,0.125717,0.188048,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f6a97f12cb052a81,10,9.7,1.0,86,21,0.319475,9,8.36,0.092192,0.711565,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e336e8a3888b6d27,0,0,0.0,96,40,0.411116,8,7.63,0.084142,0.184538,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2b61214badf55be2,0,0,0.0,96,40,0.411116,13,12.5,0.137847,0.172054,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,396654b6684b9495,10,9.23,1.0,86,17,0.27371,10,9.5,0.104764,0.686626,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8e95e488d9ff3198,5,4.48,1.0,91,35,0.411116,12,11.51,0.12693,0.708961,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5d467e0e31bf5162,0,0,0.0,96,40,0.411116,13,12.35,0.136193,0.170995,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,08843f7e9178bc93,0,0,0.0,96,40,0.411116,6,5.71,0.062969,0.194572,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,70687a408110f699,3,2.76,0.92,93,37,0.411116,14,13.32,0.14689,0.654163,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e00407e2e6a283c0,0,0,0.0,96,38,0.390494,8,7.3,0.080503,0.183152,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9719651e706a74ef,0,0,0.0,96,40,0.411116,9,8.67,0.095611,0.173081,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c0fb51bda2376afa,0,0,0.0,96,37,0.382003,28,26.54,0.292678,0.111288,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,18638f5c09a14711,0,0,0.0,96,40,0.411116,6,5.7,0.062858,0.200803,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f5018630dd65702d,0,0,0.0,96,40,0.411116,13,12.45,0.137296,0.163573,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7d1558976ee031e3,0,0,0.0,96,40,0.411116,12,11.33,0.124945,0.167219,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,69f6cc5cac931e25,0,0,0.0,96,37,0.379246,5,4.85,0.053485,0.20432,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d0a7a57d58561af7,0,0,0.0,96,22,0.228827,11,10.12,0.111601,0.118313,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,47dbabc80e2554b7,0,0,0.0,96,40,0.411116,17,16.44,0.181297,0.148922,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d69a14e7b721f569,0,0,0.0,96,38,0.390494,5,4.72,0.052051,0.181125,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d320482a352fe652,0,0,0.0,96,40,0.411116,14,13.23,0.145898,0.161405,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2e24d6aa85e56824,0,0,0.0,96,40,0.411116,11,10.45,0.11524,0.175559,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,212a1bc2d2d0424e,0,0,0.0,96,33,0.340097,4,3.82,0.042126,0.176213,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,844861eb883eedb3,0,0,0.0,96,37,0.379246,10,9.5,0.104764,0.171419,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,236a89802b42ff92,0,0,0.0,96,40,0.411116,17,16.22,0.178871,0.14975,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f8840f0a98d1747c,14,12.88,1.0,82,14,0.283524,9,8.61,0.094949,0.709493,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e8040b52358f7e11,0,0,0.0,96,40,0.411116,5,4.48,0.049404,0.209789,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5278219da5d7ec0e,2,1.94,0.646667,94,38,0.411116,14,13.56,0.149537,0.51838,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,85283748bd733149,0,0,0.0,96,32,0.330613,3,2.76,0.030437,0.173854,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e4db7aa40cc14675,0,0,0.0,96,33,0.340097,4,3.75,0.041354,0.173543,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c163761318014e05,0,0,0.0,96,38,0.390494,5,4.54,0.050066,0.183856,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d167afcf20004ad1,0,0,0.0,96,37,0.380679,9,8.48,0.093516,0.178361,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c2735882314ab45f,0,0,0.0,96,40,0.411116,16,15.4,0.169828,0.153674,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,547140fc41779a95,1,0.92,0.306667,95,29,0.304146,19,18.17,0.200375,0.26672,96,True,True,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9b641e0d2b5e7d61,0,0,0.0,96,30,0.304146,23,21.99,0.242501,0.086752,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,47a35f21554baab7,6,5.67,1.0,90,48,0.55702,8,7.72,0.087687,0.903217,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,591a9c694b529781,1,0.86,0.286667,95,57,0.598819,10,9.48,0.107678,0.491296,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,18cbe2c94ce73845,0,0,0.0,96,52,0.538846,12,11.2,0.127215,0.29724,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,359f0c36f2f1b0ee,0,0,0.0,96,44,0.452635,8,7.43,0.084393,0.269282,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8d5543b1766585fe,9,8.55,1.0,87,39,0.494775,8,7.58,0.086097,0.842104,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,a534a67c1c9c1345,5,4.72,1.0,91,52,0.588369,6,5.82,0.066106,0.870242,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,5b483755891c303b,2,1.72,0.573333,94,53,0.568151,15,13.77,0.156406,0.621312,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,c24499acaca341cc,3,2.58,0.86,93,53,0.577919,12,10.98,0.124716,0.76295,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,770ddefa04d29c02,2,1.72,0.573333,94,55,0.58905,1,0.97,0.011018,0.644222,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9b407360a1954553,0,0,0.0,96,51,0.529078,12,10.87,0.123467,0.304648,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,b9de00d5f6041304,0,0,0.0,96,57,0.58905,1,0.97,0.011018,0.383976,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,07053ae4ab679f8f,0,0,0.0,96,52,0.538846,6,5.39,0.061222,0.309051,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,f9445aac61a400eb,0,0,0.0,96,56,0.577919,6,5.4,0.061336,0.323145,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,e0c8fb121d4476ce,3,2.58,0.86,93,55,0.598819,7,6.57,0.074625,0.807301,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9232943097d8f42c,0,0,0.0,96,45,0.466379,8,7.27,0.082576,0.27122,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,367dc47d54d24866,1,0.92,0.306667,95,57,0.598819,5,4.53,0.051454,0.499358,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,dac40850b9753895,0,0,0.0,96,50,0.512608,7,6.57,0.074625,0.290362,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,f9e2ee5e2909d8e1,5,4.3,1.0,91,53,0.598819,13,12.05,0.13687,0.851067,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,d1869fc224f7641b,0,0,0.0,96,51,0.526352,7,6.41,0.072808,0.293499,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,cec709f1090c26a6,0,0,0.0,96,50,0.512608,12,11.35,0.128919,0.266575,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,f707fc4c84136e03,9,8.1,1.0,87,47,0.579282,1,0.97,0.011018,0.8615,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,aec4eba9e390b292,7,6.14,1.0,89,50,0.58905,1,0.97,0.011018,0.864,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,39222feaf6397186,2,1.87,0.623333,94,55,0.58905,7,6.59,0.074852,0.64874,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,eea9e5ab6554300b,0,0,0.0,96,50,0.512608,12,11.23,0.127556,0.263521,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,1e228e2b6297a3b0,1,0.95,0.316667,95,48,0.50284,12,11.56,0.131304,0.431804,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,7450e6879f892852,1,0.86,0.286667,95,44,0.461381,7,6.77,0.076897,0.409158,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,03e3c8168ea80e71,0,0,0.0,96,50,0.517946,7,6.26,0.071104,0.265204,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,3fbabbd86adca2af,2,1.87,0.623333,94,56,0.598819,7,6.59,0.074852,0.649641,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,99c909026d53159f,2,1.72,0.573333,94,56,0.598819,1,0.97,0.011018,0.612895,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,c1e2313c7fcc9ea4,0,0,0.0,96,57,0.58905,3,2.81,0.031917,0.323625,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,6d4e7a327c660829,0,0,0.0,96,53,0.546343,5,4.65,0.052817,0.297761,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,e2f972c45de1fc16,8,7.36,1.0,88,50,0.598819,3,2.69,0.030554,0.863127,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,325860b1ee202782,0,0,0.0,96,46,0.476147,11,9.88,0.112222,0.268713,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,154100dd2cbbfebb,0,0,0.0,96,50,0.512608,6,5.71,0.064857,0.255081,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9b51494800719ad5,2,1.84,0.613333,94,49,0.528396,5,4.47,0.050772,0.620294,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,a625e60ab87baf01,0,0,0.0,96,58,0.598819,9,8.62,0.09791,0.260012,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9c6f07fada1a1b04,3,2.76,0.92,93,42,0.465697,12,10.92,0.124035,0.73981,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,e03762ea541bbb88,0,0,0.0,96,57,0.58905,7,6.49,0.073716,0.305763,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9a8e65b1490efbab,2,1.72,0.573333,94,55,0.58905,1,0.97,0.011018,0.61667,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,72bb7e747600df3a,3,2.7,0.9,93,50,0.547251,6,5.62,0.063835,0.756047,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8850c006a65638b4,1,0.92,0.306667,95,56,0.588369,9,8.28,0.094048,0.453443,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,0c6e898780fe2fd1,5,4.75,1.0,91,46,0.526352,6,5.66,0.064289,0.806318,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,267305fa5e3e523c,0,0,0.0,96,50,0.512608,13,12.21,0.138687,0.214716,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,0d53d92849e459be,0,0,0.0,96,57,0.588369,7,6.69,0.075988,0.271802,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,377e76b0be636a15,0,0,0.0,96,58,0.598819,9,8.1,0.092004,0.295304,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,b70eafadc309d39a,0,0,0.0,96,51,0.523058,13,12.26,0.139255,0.214755,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,ebb22b09d7b464dd,0,0,0.0,96,58,0.598819,2,1.72,0.019537,0.312349,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,6b3499bd9fc18239,0,0,0.0,96,57,0.58905,2,1.94,0.022035,0.300472,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,649cb45bff9d38b8,2,1.72,0.573333,94,50,0.537483,9,8.16,0.092685,0.554165,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,c380ebe3b3a74ab3,0,0,0.0,96,57,0.588369,7,6.69,0.075988,0.267873,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,db2b45973e460c50,0,0,0.0,96,52,0.538846,9,8.2,0.093139,0.256141,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,749b96b3cb7069fa,0,0,0.0,96,55,0.567242,4,3.78,0.042935,0.290399,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,12747f7ac7387d53,0,0,0.0,96,55,0.569514,6,5.71,0.064857,0.264819,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,87680c762a0d4827,2,1.84,0.613333,94,56,0.598819,8,7.24,0.082235,0.620372,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8dc04a871b22d01c,4,3.68,1.0,92,53,0.588369,9,8.22,0.093367,0.813908,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,1f66fd2b10e6e39d,0,0,0.0,96,54,0.55702,6,5.58,0.06338,0.247497,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,5457ce901cc4f3db,0,0,0.0,96,55,0.568832,12,11.29,0.128237,0.238639,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,e913401ca9de73f3,0,0,0.0,96,58,0.598819,7,6.49,0.073716,0.323359,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,528b6a57a4e46a9c,0,0,0.0,96,58,0.598819,13,12.12,0.137665,0.259668,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,683f24dcf8e4d214,0,0,0.0,96,57,0.58905,2,1.94,0.022035,0.330683,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,5e06edd70be35ada,0,0,0.0,96,56,0.579282,16,15.18,0.172422,0.219713,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9ce6e051c054d109,0,0,0.0,96,55,0.567242,3,2.69,0.030554,0.306087,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,48fac64a1f513a4d,0,0,0.0,96,58,0.598819,3,2.81,0.031917,0.306396,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,3d93414800b0c24e,0,0,0.0,96,58,0.598819,8,7.46,0.084734,0.265609,96,True,True,False
