row_id,source_accession,event_id,competition_score,false_contact_risk_proxy,cluster_precision_proxy,selected,selected_rank,rejection_reason,compatibility_rejection_label,native_contact_count_after_scoring,native_long_range_contact_count_after_scoring,native_label_attached_after_selection,native_truth_used_before_selection,raw_sequence_exposed
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,4ba67b2d89de0dea,0.454475,0.502045,0.246219,False,0,overlap_rejection,overlapping,8,8,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e6cfc95268dbc0ac,0.453836,0.517767,0.213868,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,112bd42b5c99fc91,0.452748,0.54015,0.193133,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fee3140758164eac,0.451421,0.523797,0.204894,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2acb698eeb35725a,0.450309,0.540834,0.193829,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a3f9c7532824914c,0.450094,0.536104,0.176297,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0b03a6f746ac5546,0.449258,0.533071,0.197342,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,30859044575a2873,0.448724,0.536822,0.180729,False,0,overlap_rejection,overlapping,4,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,afc0218cf40b7f43,0.448709,0.540357,0.196476,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,cf8dc44dce5c119d,0.447613,0.543166,0.188872,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,feb9658175057bb5,0.44751,0.530233,0.194978,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d5ca847e5cb84d89,0.44597,0.538438,0.174833,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,36f15ce24607a90a,0.445299,0.531831,0.22797,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c3fbce02611e4fe1,0.445189,0.526553,0.225173,False,0,overlap_rejection,overlapping,5,5,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e3f16158250d7e1a,0.444626,0.537947,0.190025,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,70e5b53098807c78,0.443616,0.543052,0.194564,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,35db4238cb3c1a67,0.442968,0.531834,0.18607,False,0,overlap_rejection,overlapping,3,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d84a1fdfc8b56770,0.441529,0.531563,0.226978,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,61f71dda0bdc8c96,0.441446,0.590891,0.2258,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7c225bce38b006d9,0.440783,0.53128,0.189918,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7c702d1f779acb20,0.439632,0.511239,0.206095,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,93c602081c6e28cb,0.43873,0.541838,0.189768,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0c3e4e4a4544e740,0.437649,0.532666,0.189785,False,0,overlap_rejection,overlapping,4,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d740b711dd9dba09,0.436565,0.541679,0.185222,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,ea90f8d331fe05d9,0.436555,0.541932,0.17356,False,0,overlap_rejection,overlapping,2,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f444939eee50670a,0.436162,0.533726,0.184865,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f7608d36c6b69ec0,0.435924,0.545875,0.172461,False,0,overlap_rejection,overlapping,1,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a98dcd1248de6791,0.435564,0.537338,0.181051,False,0,overlap_rejection,overlapping,1,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b8637f4c17fc0206,0.435172,0.549628,0.18624,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f4cd3b5ae16d0b59,0.434941,0.525021,0.178607,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,370fc4c691978208,0.433713,0.557264,0.173095,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1dc317e84e48a32c,0.433114,0.549683,0.181677,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0f324608c6c6c018,0.432077,0.529004,0.206188,False,0,overlap_rejection,overlapping,6,6,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,4f88512cfb5cce5d,0.432015,0.53613,0.186853,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5631e62c085139b1,0.431388,0.460775,0.234415,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7d44dcd30082770f,0.428285,0.533564,0.184884,False,0,overlap_rejection,overlapping,3,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e7b9ebb1e2acc8e6,0.428283,0.561892,0.16684,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0c185aac3c9743bf,0.42783,0.536034,0.168166,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2539e8447e302d2a,0.427468,0.559829,0.168325,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8079e59cddd7dbbe,0.426646,0.527266,0.172329,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,4d5a560cf2d1ddc9,0.425258,0.542565,0.168897,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,20ac2b66193d46a6,0.423571,0.53258,0.209652,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b2a2f6222bda6633,0.422781,0.562213,0.166574,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,75435e497686fdbe,0.422628,0.545098,0.165085,False,0,overlap_rejection,overlapping,5,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b4032e4c76ca2cf5,0.422579,0.597573,0.215591,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a7024f96619c7ac7,0.422565,0.511999,0.168343,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,ccd669296441c504,0.421767,0.523895,0.180349,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,55855dc8e030b20f,0.42107,0.545419,0.176361,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8b45be065aa6853d,0.42035,0.55192,0.182188,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f00fb9a63880cd52,0.41956,0.561419,0.173453,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,edd15bc4e7a6c92e,0.419524,0.508296,0.211604,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,cc9cc3e470584aba,0.419263,0.561176,0.17225,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2aa4ca91b011f972,0.419144,0.558951,0.172243,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8656485e8acc6e8e,0.418324,0.564655,0.164205,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2180c8f2fef1bfbf,0.416433,0.524614,0.179234,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,69f5dbbdbd8b3fa5,0.416045,0.526021,0.172946,False,0,overlap_rejection,overlapping,2,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fb206dc2a796b7b5,0.41588,0.561558,0.174899,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b3ae47730b8a8799,0.415053,0.550887,0.189937,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,39370a1fc6866399,0.414953,0.564387,0.172314,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d1839aa1f264dd1d,0.414888,0.566075,0.162143,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9b73e05b30de5955,0.413974,0.560455,0.166227,False,0,overlap_rejection,overlapping,3,3,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8792a0c20b7b468e,0.413966,0.562251,0.165095,False,0,overlap_rejection,overlapping,7,7,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,483e0a0bb98c4c2c,0.413565,0.566774,0.164736,False,0,overlap_rejection,overlapping,2,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7ad0692dc4d07caa,0.413351,0.550011,0.1744,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fb3e6e535857a7ae,0.413324,0.540196,0.170901,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7f2de55f7c61dc5e,0.411116,0.550128,0.158178,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,53914221dd3b9d6f,0.411074,0.542906,0.179493,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d916fe53da0ae674,0.410988,0.539195,0.179255,False,0,overlap_rejection,overlapping,1,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e9bfe7673473eb99,0.409952,0.534367,0.181191,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0e536da5ba94b973,0.409763,0.556553,0.175118,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,03de692f606613b4,0.409416,0.531037,0.162966,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d7423ad0d4d896cd,0.409033,0.571026,0.155993,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d947bab80b847c63,0.408643,0.528164,0.209084,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0cba7235837e49ea,0.407251,0.530998,0.178162,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c907cac40a3c1927,0.406946,0.562702,0.156079,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2a376cd0993461b7,0.405864,0.5297,0.182605,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5b5725b058d87777,0.404745,0.551815,0.175839,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,3f250e01ac7c4f9a,0.404201,0.558348,0.172727,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,04015d6cc00911e6,0.403852,0.550483,0.186257,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2135f51e503fb14b,0.40383,0.530622,0.165715,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fec77235b9959541,0.40336,0.551968,0.188074,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1ec49947c27386c0,0.40166,0.611287,0.199085,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,adbff7df7914b627,0.401533,0.564941,0.165468,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,495cb6993555a165,0.4014,0.537765,0.16154,False,0,overlap_rejection,overlapping,2,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d78d3f829d6492d3,0.400446,0.490684,0.197381,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,0d8f73541a2882bf,0.400046,0.56062,0.144949,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,34c1132490136ec0,0.400009,0.574306,0.151581,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,4d36db3ea72de70f,0.399862,0.566697,0.159688,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,229651ca485d952f,0.399643,0.567061,0.160215,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7392fe7c2088f30e,0.398527,0.553144,0.194324,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8a30d6dbf78fd48b,0.39833,0.561818,0.144923,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8c095ba5161b6d1c,0.397294,0.539377,0.188516,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,98ff5d2decf46e70,0.395869,0.56021,0.16992,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b76b05c9795df7f6,0.395352,0.549931,0.16754,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,360f8899517c7101,0.394033,0.533875,0.181677,False,0,overlap_rejection,overlapping,8,8,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,434d8ace173e5ff5,0.393977,0.571986,0.144273,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2c24b896671e82b5,0.3939,0.563844,0.16744,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1b452c89acddcf18,0.393559,0.568918,0.146662,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,6df65d1a17ef9475,0.393451,0.485768,0.205138,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,18ef0c398305c9f8,0.393092,0.568907,0.147444,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8c6511682de0ce97,0.392317,0.522814,0.150333,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2b1a306b072ebb4a,0.391749,0.545537,0.179484,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c4d7fab99676f5b6,0.39034,0.539354,0.157265,False,0,overlap_rejection,overlapping,1,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,537bb0e7997a5700,0.389536,0.571029,0.155061,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,6589e4c2f3aee288,0.38903,0.544342,0.18711,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,bab4ec542e25f171,0.388247,0.56959,0.158766,False,0,overlap_rejection,overlapping,4,4,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,cf07d0e9a2d46412,0.3878,0.538708,0.16218,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1650ac88de2f593f,0.38671,0.566947,0.155471,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,69b427742fe11dec,0.386638,0.544834,0.15532,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,6da591b321f74249,0.386637,0.53701,0.164378,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d4357123f4118727,0.385865,0.545609,0.180566,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,efc640ecbe52a00e,0.385738,0.557217,0.178101,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,54834983aa1906c8,0.38316,0.572701,0.153988,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,bbf677e265ed6b94,0.383148,0.547031,0.158301,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fd6f8ac6522051dc,0.38314,0.520394,0.192251,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,03b14f719f4a6a03,0.382167,0.534214,0.150924,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,bb3a7171964f93d8,0.381908,0.551268,0.148687,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,68f7e22804a5feb3,0.380655,0.548916,0.174153,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e9474dc0b9361076,0.379862,0.579193,0.142291,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d44e4d5222b2fade,0.379323,0.566678,0.152633,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,f4affd6c72e6fe9d,0.37923,0.57583,0.142969,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e6696db597f1c77d,0.379,0.577474,0.144747,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,4f91d3bc7c25897c,0.378566,0.575412,0.143346,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c9524aba6df5ecd0,0.378439,0.573749,0.147598,False,0,overlap_rejection,overlapping,8,8,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c0416282e7c0b4a8,0.376554,0.571429,0.140208,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2972018c1f87a33e,0.375993,0.568517,0.134036,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,c5bf9e314bf03e4b,0.375618,0.57061,0.156786,False,0,overlap_rejection,overlapping,2,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,818f1089449fdadd,0.374022,0.571612,0.162035,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,2ef3cb7a761290ed,0.373972,0.54615,0.149258,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,1381a74cbb1620dd,0.373912,0.543705,0.151727,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,9c7b70c3119f84f5,0.373498,0.529846,0.139817,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a1b33f453556b8a8,0.373294,0.578733,0.14359,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,02ffb3e15adbb42b,0.373262,0.570214,0.13331,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,36d6ffedcbef53be,0.372219,0.568806,0.163535,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,ffc718a7bc78d269,0.371796,0.54562,0.147059,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,d4ea8509a3c8642a,0.368715,0.57366,0.144614,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,72227c208ecf3754,0.368448,0.583016,0.135409,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,716315a306b0ec21,0.367942,0.575527,0.144774,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,8f2140ad5e427b79,0.367464,0.535227,0.134348,False,0,overlap_rejection,overlapping,1,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,6394ae69b47716f4,0.366881,0.597069,0.132163,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,7b4a0c6614f4b1b6,0.36565,0.580205,0.144509,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,fa640fd4c1145a66,0.365445,0.597346,0.130356,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,832ffe6a365c51a7,0.365262,0.565106,0.149462,False,0,overlap_rejection,overlapping,2,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,a016cf871499a358,0.36483,0.570564,0.127863,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,91cf01fe02f8bd29,0.362928,0.560198,0.16125,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,44b715387caf5d2d,0.362668,0.584367,0.144298,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,e395aeaa7396c0b7,0.361939,0.573004,0.136438,False,0,overlap_rejection,overlapping,11,11,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,758f6ac679c2764d,0.360462,0.579578,0.146162,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,5aafebc3c1c62014,0.360203,0.574113,0.132769,False,0,overlap_rejection,overlapping,0,0,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,23b21fc03c11b972,0.360039,0.577705,0.149462,False,0,overlap_rejection,overlapping,1,1,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,b7bd3e5de85d9a70,0.359856,0.56457,0.133287,False,0,overlap_rejection,overlapping,2,2,True,False,False
coord_001_pdb_1MBN_A_myoglobin,1MBN:A,133682bc06496642,0.359116,0.577903,0.12942,False,0,overlap_rejection,overlapping,0,0,True,False,False
