row_id,source_id,source_kind,sequence_sha256,sequence_hash_short,length,external_family_id,external_family_name,external_family_group,holdout_split,truth_scope,evidence_notes,source_predicted_fold_class,source_forced_prediction,source_abstained,source_confidence,protein_regime,gate_path,gate_decision_reason,profile_secondary_structure_axis,profile_order_axis,profile_environment_axis,profile_architecture_axis,architecture_axis_prediction,architecture_axis_confidence,architecture_axis_claim_allowed,architecture_axis_abstention_reason,truth_secondary_structure_axis,truth_architecture_axis,truth_order_axis,truth_environment_axis,axis_profile_same_axis_conflict,axis_profile_conflict_axes,architecture_axis_same_axis_conflict,combined_same_axis_conflict,conflict_axes,safe_axis_claim_count,unsafe_axis_claim_count,safe_axis_recovered_axes,safe_axis_recovered_count,unsafe_class_recovery,guard_override,any_axis_claimed,global_fold_class_claim_allowed,axis_profile_claim_allowed,folding_problem_solved,claim_allowed,prediction_source_layer,failure_cohort
holdout_001_alpha_rich_soluble_01,external_holdout:holdout_alpha_family_01:001,locked_external_family_proxy,a3343609e7ab409e2c46779b06e3fe219ca5bafcb8bfbaf2eaecf9f80d617905,a3343609e7ab409e,96,holdout_alpha_family_01,four_helix_bundle_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,low_complexity_region_rich,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_low_complexity_fold_conflict,low-complexity regime lacks a safe folded-class route,weak_or_unknown,ordered,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,1,0,order_axis,1,False,False,True,False,True,False,False,current_safe_axis_stack,safe_axis_claimed
holdout_012_alpha_rich_soluble_03,external_holdout:holdout_alpha_family_03:012,locked_external_family_proxy,fb3cf092c2e1e0c4fd6cc063924803c4360e42518d048b8be2e2d38295a738d2,fb3cf092c2e1e0c4,116,holdout_alpha_family_03,helical_enzyme_domain_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:alpha_periodic_compact | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,alpha_rich,ordered,unknown,unknown,repeat_like,0.624245,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,2,1,secondary_structure_axis;architecture_axis;order_axis,3,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_013_alpha_rich_soluble_03,external_holdout:holdout_alpha_family_03:013,locked_external_family_proxy,d200a7a3822b95fe0f7331281577d13840f22910a5bb40708f558ad28a74fc6f,d200a7a3822b95fe,132,holdout_alpha_family_03,helical_enzyme_domain_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,repeat_like,0.633122,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,1,1,architecture_axis;order_axis,2,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_014_alpha_rich_soluble_03,external_holdout:holdout_alpha_family_03:014,locked_external_family_proxy,d34dc2a6c9cb1172bdb3dff821c0715b2971075e8f56c868df78da49b7497b79,d34dc2a6c9cb1172,148,holdout_alpha_family_03,helical_enzyme_domain_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,repeat_like,0.640662,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,1,1,architecture_axis;order_axis,2,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_015_alpha_rich_soluble_03,external_holdout:holdout_alpha_family_03:015,locked_external_family_proxy,6242d6842565854fc5ca4f46bd4d35099bf8b3d55d5e786918b0542514c33d0d,6242d6842565854f,166,holdout_alpha_family_03,helical_enzyme_domain_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_closure_supported | segmentation_gate:folded_multidomain_supported | secondary_structure_gate:skipped_by_segmentation_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,repeat_like,0.696627,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,1,1,architecture_axis;order_axis,2,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_016_alpha_rich_soluble_04,external_holdout:holdout_alpha_family_04:016,locked_external_family_proxy,569375f963ca9d24359e414fa0e56e371a537234c8cd52cc83b56fa2e8608ebe,569375f963ca9d24,102,holdout_alpha_family_04,alpha_solenoid_fragment_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_disorder_fold_conflict,intrinsically disordered regime conflicts with a folded hierarchy class,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,disorder_folded_domain_mimic
holdout_017_alpha_rich_soluble_04,external_holdout:holdout_alpha_family_04:017,locked_external_family_proxy,e2e011bccd34057805e59e7cfab6d4e010a83c4e3dc28533eb9b67347abed649,e2e011bccd340578,118,holdout_alpha_family_04,alpha_solenoid_fragment_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:alpha_periodic_compact | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,alpha_rich,ordered,unknown,unknown,repeat_like,0.626433,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,2,1,secondary_structure_axis;architecture_axis;order_axis,3,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_018_alpha_rich_soluble_04,external_holdout:holdout_alpha_family_04:018,locked_external_family_proxy,fb8adb47c9269319a9c7778cd31e4c5003f28a56b03dc6d2c94d069f8c51ff86,fb8adb47c9269319,134,holdout_alpha_family_04,alpha_solenoid_fragment_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,repeat_like,0.636133,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,1,1,architecture_axis;order_axis,2,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_019_alpha_rich_soluble_04,external_holdout:holdout_alpha_family_04:019,locked_external_family_proxy,eb3500c6eb15bce13e85ee4288cb9b487814fda892ee866f4ad7fae86c33d70e,eb3500c6eb15bce1,150,holdout_alpha_family_04,alpha_solenoid_fragment_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,1,0,order_axis,1,False,False,True,False,True,False,False,current_safe_axis_stack,safe_axis_claimed
holdout_020_alpha_rich_soluble_04,external_holdout:holdout_alpha_family_04:020,locked_external_family_proxy,f79cf74bca5c339e4e5283c96462a4516353566448c9dfef1ec3d493cd097c9b,f79cf74bca5c339e,168,holdout_alpha_family_04,alpha_solenoid_fragment_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_closure_supported | segmentation_gate:folded_multidomain_supported | secondary_structure_gate:skipped_by_segmentation_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,ordered,unknown,unknown,repeat_like,0.74903,True,,alpha_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,1,1,architecture_axis;order_axis,2,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_021_beta_rich_01,external_holdout:holdout_beta_family_01:021,locked_external_family_proxy,194dd9118683d15a65b7376bf64cec66504900e4f8a6ed430c27087d799a4cc7,194dd9118683d15a,82,holdout_beta_family_01,immunoglobulin_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_022_beta_rich_01,external_holdout:holdout_beta_family_01:022,locked_external_family_proxy,ac7b6ec8598d17f63a038ce7827580f302ff8869cd56e4d59901b2ada987622a,ac7b6ec8598d17f6,94,holdout_beta_family_01,immunoglobulin_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_023_beta_rich_01,external_holdout:holdout_beta_family_01:023,locked_external_family_proxy,80944167656577b79dff1c2837bd92acb0241970a13d2c0cb327ff1f2393e106,80944167656577b7,108,holdout_beta_family_01,immunoglobulin_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.561187,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_024_beta_rich_01,external_holdout:holdout_beta_family_01:024,locked_external_family_proxy,634026905f7f43bd1e0140bb15e96c865f072de7a9ecdb347fbbaa57a3a56c56,634026905f7f43bd,122,holdout_beta_family_01,immunoglobulin_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_025_beta_rich_01,external_holdout:holdout_beta_family_01:025,locked_external_family_proxy,b81ea33db2d1143e95c2df7a2c31132448bb59b2d4a5cbc70905796da7dc96e2,b81ea33db2d1143e,136,holdout_beta_family_01,immunoglobulin_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.623839,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_026_beta_rich_02,external_holdout:holdout_beta_family_02:026,locked_external_family_proxy,fd6772fdfdce63f701a6732d72ec033706363b5453ea023248877d55f2f3ca69,fd6772fdfdce63f7,83,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
